Run_ID,Algorytm,Metoda,n_punktow,OA_bazowa_%,OA_bazowa_CI_dol_%,OA_bazowa_CI_gora_%,OA_metody_%,OA_metody_CI_dol_%,OA_metody_CI_gora_%,Delta_pp,Delta_CI_dol_pp,Delta_CI_gora_pp,CI_wyklucza_zero,F1_makro_bazowa_%,F1_makro_metody_%,Delta_F1_makro_pp
13456_zbledami_L2A_roi,random forest,OneClassSVM,847,86.3046,83.8248,88.4566,87.4852,85.0862,89.5458,1.1806,-0.3169,2.6782,nie,83.7944,85.4416,1.6472
13456_zbledami_L2A_roi,multi-layer perceptron,MAD,847,81.7001,78.9549,84.1591,88.3117,85.9730,90.3044,6.6116,3.7936,9.4295,TAK,78.7008,85.3411,6.6403
13456_zbledami_L2A_roi,support vector machine,LOF,847,91.8536,89.8169,93.5124,91.8536,89.8169,93.5124,0.0000,-0.6545,0.6545,nie,90.2446,90.1531,-0.0916
13456_zbledami_L2A_roi,spectral angle mapping,MAD,847,86.5407,84.0766,88.6749,87.6033,85.2127,89.6543,1.0626,-0.4881,2.6132,nie,84.1370,85.5319,1.3949
13456_zbledami_L2A_roi,minimum distance,Erosion,847,86.6588,84.2026,88.7840,86.7769,84.3287,88.8930,0.1181,-0.9423,1.1784,nie,86.1607,86.6294,0.4687
14567_poprawny_L1C_class,maximum likelihood,PCA,751,60.1864,56.6421,63.6271,70.0399,66.6685,73.2074,9.8535,7.5382,12.1689,TAK,66.0138,74.1311,8.1173
14567_poprawny_L1C_class,random forest,Robust_Mahalanobis,751,50.0666,46.4993,53.6331,80.2929,77.2969,82.9807,30.2264,25.6582,34.7945,TAK,59.6052,79.2439,19.6387
14567_poprawny_L1C_class,multi-layer perceptron,Robust_Mahalanobis,751,82.0240,79.1169,84.6051,91.8775,89.7039,93.6248,9.8535,7.1576,12.5495,TAK,79.9682,87.3745,7.4063
14567_poprawny_L1C_class,support vector machine,PCA,751,84.0213,81.2286,86.4678,91.7443,89.5571,93.5067,7.7230,4.9918,10.4543,TAK,84.3821,87.9485,3.5664
14567_poprawny_L1C_class,spectral angle mapping,PCA,751,80.9587,77.9958,83.6065,89.6138,87.2266,91.5979,8.6551,6.4814,10.8289,TAK,79.1805,87.3473,8.1668
14567_poprawny_L1C_class,minimum distance,PCA,751,81.0919,78.1358,83.7315,89.4807,87.0819,91.4776,8.3888,5.8355,10.9421,TAK,80.8093,86.6275,5.8182
14567_poprawny_L1C_roi,maximum likelihood,HotellingT2,751,60.1864,56.6421,63.6271,64.8469,61.3645,68.1782,4.6605,3.0229,6.2980,TAK,66.0138,69.7851,3.7712
14567_poprawny_L1C_roi,random forest,IQR,751,50.8655,47.2947,54.4275,52.9960,49.4202,56.5413,2.1305,0.1147,4.1463,TAK,60.2435,62.9408,2.6973
14567_poprawny_L1C_roi,multi-layer perceptron,Erosion,751,83.8881,81.0874,86.3440,84.8202,82.0771,87.2089,0.9321,-0.8174,2.6815,nie,81.3809,81.4158,0.0349
14567_poprawny_L1C_roi,support vector machine,Robust_Mahalanobis,751,84.0213,81.2286,86.4678,85.2197,82.5023,87.5786,1.1984,-0.2521,2.6490,nie,84.3821,84.7594,0.3774
14567_poprawny_L1C_roi,spectral angle mapping,Robust_Mahalanobis,751,80.9587,77.9958,83.6065,82.0240,79.1169,84.6051,1.0652,-0.0394,2.1699,nie,79.1805,79.8927,0.7122
14567_poprawny_L1C_roi,minimum distance,IQR,751,81.0919,78.1358,83.7315,81.3582,78.4158,83.9814,0.2663,-0.1023,0.6349,nie,80.8093,80.9946,0.1853
14567_poprawny_L2A_class,maximum likelihood,Robust_Mahalanobis,751,63.2490,59.7415,66.6216,70.7057,67.3520,73.8487,7.4567,4.8755,10.0380,TAK,65.6714,73.6245,7.9531
14567_poprawny_L2A_class,random forest,Robust_Mahalanobis,751,66.4447,62.9916,69.7305,79.3609,76.3204,82.1024,12.9161,9.4296,16.4026,TAK,68.7391,76.9904,8.2512
14567_poprawny_L2A_class,multi-layer perceptron,Band_Z-score,751,80.4261,77.4366,83.1060,82.9561,80.1007,85.4760,2.5300,1.1860,3.8739,TAK,77.7405,80.7625,3.0220
14567_poprawny_L2A_class,support vector machine,Robust_Mahalanobis,751,78.5619,75.4853,81.3478,85.2197,82.5023,87.5786,6.6578,3.8388,9.4768,TAK,76.2571,82.4076,6.1505
14567_poprawny_L2A_class,spectral angle mapping,Robust_Mahalanobis,751,77.0972,73.9585,79.9601,82.1571,79.2572,84.7297,5.0599,2.8752,7.2446,TAK,75.1038,78.1941,3.0903
14567_poprawny_L2A_class,minimum distance,Robust_Mahalanobis,751,78.2956,75.2073,81.0959,85.6192,82.9281,87.9477,7.3236,4.6243,10.0228,TAK,76.6562,83.1585,6.5023
14567_poprawny_L2A_roi,maximum likelihood,PCA,751,63.2490,59.7415,66.6216,70.1731,66.8051,73.3357,6.9241,4.8298,9.0185,TAK,65.6714,70.3460,4.6747
14567_poprawny_L2A_roi,random forest,OneClassSVM,751,66.7111,63.2632,69.9889,72.5699,69.2702,75.6399,5.8589,3.9160,7.8018,TAK,68.7562,72.6021,3.8459
14567_poprawny_L2A_roi,multi-layer perceptron,Percentile,751,74.1678,70.9198,77.1698,80.4261,77.4366,83.1060,6.2583,3.6740,8.8427,TAK,66.5162,77.6430,11.1268
14567_poprawny_L2A_roi,support vector machine,PCA,751,78.5619,75.4853,81.3478,81.2250,78.2758,83.8565,2.6631,1.3461,3.9802,TAK,76.2571,78.8271,2.5700
14567_poprawny_L2A_roi,spectral angle mapping,IQR,751,77.0972,73.9585,79.9601,78.1625,75.0684,80.9699,1.0652,0.1644,1.9661,TAK,75.1038,76.4321,1.3283
14567_poprawny_L2A_roi,minimum distance,PCA,751,78.2956,75.2073,81.0959,78.6951,75.6244,81.4737,0.3995,-0.2904,1.0894,nie,76.6562,77.1121,0.4559
14567_zbledami_L1C_class,maximum likelihood,Robust_Mahalanobis,751,53.6618,50.0858,57.2005,58.8549,55.2990,62.3206,5.1931,2.3464,8.0397,TAK,55.5697,65.0243,9.4546
14567_zbledami_L1C_class,random forest,PCA,751,46.3382,42.7995,49.9142,72.1704,68.8585,75.2567,25.8322,22.1240,29.5404,TAK,48.3372,73.4299,25.0928
14567_zbledami_L1C_class,multi-layer perceptron,EllipticEnvelope,751,92.1438,89.9980,93.8607,91.2117,88.9714,93.0326,-0.9321,-2.4746,0.6105,nie,90.0188,89.0435,-0.9754
14567_zbledami_L1C_class,support vector machine,IQR,751,86.2850,83.6393,88.5613,88.1491,85.6411,90.2689,1.8642,0.3040,3.4244,TAK,86.1408,87.5947,1.4538
14567_zbledami_L1C_class,spectral angle mapping,MAD,751,85.4860,82.7861,87.8247,86.0186,83.3546,88.3161,0.5326,-0.6339,1.6991,nie,84.3800,84.5718,0.1917
14567_zbledami_L1C_class,minimum distance,IQR,751,83.3555,80.5232,85.8484,87.0839,84.4952,89.2951,3.7284,1.8654,5.5913,TAK,83.4755,85.9175,2.4420
14567_zbledami_L1C_roi,maximum likelihood,GMM,751,53.6618,50.0858,57.2005,55.1265,51.5522,58.6486,1.4647,0.4594,2.4700,TAK,55.5697,57.1332,1.5634
14567_zbledami_L1C_roi,random forest,IQR,751,46.2051,42.6677,49.7810,52.1971,48.6224,55.7494,5.9920,3.8669,8.1171,TAK,48.3380,58.9211,10.5830
14567_zbledami_L1C_roi,multi-layer perceptron,EllipticEnvelope,751,92.1438,89.9980,93.8607,90.4128,88.0968,92.3175,-1.7310,-3.5537,0.0916,nie,90.0188,88.0340,-1.9848
14567_zbledami_L1C_roi,support vector machine,IQR,751,86.2850,83.6393,88.5613,87.2170,84.6382,89.4171,0.9321,-0.7780,2.6422,nie,86.1408,87.2601,1.1192
14567_zbledami_L1C_roi,spectral angle mapping,PCA_Reconstruction,751,85.4860,82.7861,87.8247,84.9534,82.2188,87.3322,-0.5326,-1.2698,0.2046,nie,84.3800,83.3980,-0.9820
14567_zbledami_L1C_roi,minimum distance,GMM,751,83.3555,80.5232,85.8484,83.3555,80.5232,85.8484,0.0000,-0.6393,0.6393,nie,83.4755,83.4294,-0.0461
14567_zbledami_L2A_class,maximum likelihood,Percentile,751,70.7057,67.3520,73.8487,75.2330,72.0226,78.1866,4.5273,2.6013,6.4533,TAK,67.8230,71.9882,4.1651
14567_zbledami_L2A_class,random forest,PCA,751,80.6924,77.7161,83.3563,84.5539,81.7940,86.9621,3.8615,1.4713,6.2517,TAK,77.6065,81.1957,3.5892
14567_zbledami_L2A_class,multi-layer perceptron,Band_Z-score,751,79.7603,76.7386,82.4791,87.3502,84.7812,89.5391,7.5899,5.0505,10.1292,TAK,77.9462,84.4035,6.4573
14567_zbledami_L2A_class,support vector machine,IQR,751,84.5539,81.7940,86.9621,86.5513,83.9243,88.8062,1.9973,0.1761,3.8186,TAK,83.6492,84.5474,0.8982
14567_zbledami_L2A_class,spectral angle mapping,IQR,751,78.5619,75.4853,81.3478,80.4261,77.4366,83.1060,1.8642,0.3040,3.4244,TAK,75.7624,77.6319,1.8695
14567_zbledami_L2A_class,minimum distance,Percentile,751,80.9587,77.9958,83.6065,80.9587,77.9958,83.6065,0.0000,-0.5220,0.5220,nie,80.9469,81.0761,0.1292
14567_zbledami_L2A_roi,maximum likelihood,OneClassSVM,751,70.7057,67.3520,73.8487,73.9015,70.6445,76.9151,3.1957,1.5611,4.8304,TAK,67.8230,71.4017,3.5787
14567_zbledami_L2A_roi,random forest,EllipticEnvelope,751,80.6924,77.7161,83.3563,84.8202,82.0771,87.2089,4.1278,1.9487,6.3070,TAK,77.6065,81.7001,4.0936
14567_zbledami_L2A_roi,multi-layer perceptron,PCA_Reconstruction,751,74.0346,70.7821,77.0425,85.8855,83.2124,88.1933,11.8509,9.1836,14.5181,TAK,72.6110,80.4835,7.8725
14567_zbledami_L2A_roi,support vector machine,EllipticEnvelope,751,84.5539,81.7940,86.9621,85.6192,82.9281,87.9477,1.0652,0.0917,2.0388,TAK,83.6492,84.6606,1.0114
14567_zbledami_L2A_roi,spectral angle mapping,Mahalanobis,751,78.5619,75.4853,81.3478,78.4288,75.3463,81.2219,-0.1332,-1.5385,1.2722,nie,75.7624,76.0964,0.3340
14567_zbledami_L2A_roi,minimum distance,GMM,751,80.9587,77.9958,83.6065,80.8256,77.8559,83.4814,-0.1332,-0.5851,0.3188,nie,80.9469,80.9718,0.0249
1456_poprawny_L1C_class,maximum likelihood,PCA,751,78.0293,74.9295,80.8438,87.3502,84.7812,89.5391,9.3209,6.8523,11.7896,TAK,81.5755,86.2786,4.7031
1456_poprawny_L1C_class,random forest,Robust_Mahalanobis,751,78.1625,75.0684,80.9699,82.5566,79.6787,85.1031,4.3941,1.0770,7.7113,TAK,80.8583,82.7702,1.9120
1456_poprawny_L1C_class,multi-layer perceptron,IQR,751,92.1438,89.9980,93.8607,92.8096,90.7360,94.4474,0.6658,-0.5849,1.9165,nie,90.1512,90.1306,-0.0206
1456_poprawny_L1C_class,support vector machine,MAD,751,94.9401,93.1312,96.2916,95.3395,93.5875,96.6301,0.3995,-0.1834,0.9823,nie,94.5750,94.9655,0.3905
1456_poprawny_L1C_class,spectral angle mapping,Robust_Mahalanobis,751,90.9454,88.6793,92.7947,91.0786,88.8253,92.9137,0.1332,-1.3660,1.6323,nie,89.1206,89.1942,0.0736
1456_poprawny_L1C_class,minimum distance,Mahalanobis,751,88.5486,86.0723,90.6325,88.9481,86.5044,90.9953,0.3995,-0.0517,0.8506,nie,87.8893,88.2289,0.3396
1456_poprawny_L1C_roi,maximum likelihood,HotellingT2,751,78.0293,74.9295,80.8438,86.2850,83.6393,88.5613,8.2557,6.2193,10.2920,TAK,81.5755,86.5227,4.9472
1456_poprawny_L1C_roi,random forest,GMM,751,78.1625,75.0684,80.9699,79.7603,76.7386,82.4791,1.5979,0.7011,2.4947,TAK,80.8583,81.8545,0.9963
1456_poprawny_L1C_roi,multi-layer perceptron,LOF,751,92.1438,89.9980,93.8607,92.6764,90.5881,94.3304,0.5326,-0.1055,1.1708,nie,90.1512,90.8906,0.7394
1456_poprawny_L1C_roi,support vector machine,Mahalanobis,751,94.9401,93.1312,96.2916,94.9401,93.1312,96.2916,0.0000,-0.3691,0.3691,nie,94.5750,94.6371,0.0621
1456_poprawny_L1C_roi,spectral angle mapping,MAD,751,90.9454,88.6793,92.7947,90.9454,88.6793,92.7947,0.0000,-0.6393,0.6393,nie,89.1206,89.1516,0.0310
1456_poprawny_L1C_roi,minimum distance,OneClassSVM,751,88.5486,86.0723,90.6325,88.6818,86.2162,90.7536,0.1332,-0.1277,0.3940,nie,87.8893,88.0104,0.1211
1456_poprawny_L2A_class,maximum likelihood,Percentile,751,79.6272,76.5992,82.3536,81.7577,78.8363,84.3558,2.1305,1.0338,3.2272,TAK,80.7870,82.2037,1.4167
1456_poprawny_L2A_class,random forest,GMM,751,84.0213,81.2286,86.4678,86.4181,83.7817,88.6838,2.3968,1.3029,3.4907,TAK,83.1133,85.2665,2.1532
1456_poprawny_L2A_class,multi-layer perceptron,PCA,751,86.4181,83.7817,88.6838,87.3502,84.7812,89.5391,0.9321,-1.0714,2.9356,nie,83.9673,84.7782,0.8109
1456_poprawny_L2A_class,support vector machine,PCA,751,90.6791,88.3878,92.5564,93.4754,91.4785,95.0297,2.7963,1.0183,4.5743,TAK,89.6202,91.8614,2.2412
1456_poprawny_L2A_class,spectral angle mapping,PCA,751,88.1491,85.6411,90.2689,90.8123,88.5335,92.6756,2.6631,1.1533,4.1729,TAK,85.5329,88.8492,3.3164
1456_poprawny_L2A_class,minimum distance,PCA,751,86.8176,84.2096,89.0508,91.0786,88.8253,92.9137,4.2610,2.5973,5.9247,TAK,85.8469,89.2130,3.3661
1456_poprawny_L2A_roi,maximum likelihood,Robust_Mahalanobis,751,79.6272,76.5992,82.3536,84.2876,81.5112,86.7151,4.6605,2.3947,6.9262,TAK,80.7870,83.5302,2.7432
1456_poprawny_L2A_roi,random forest,IsolationForest,751,83.4887,80.6641,85.9724,86.0186,83.3546,88.3161,2.5300,1.3478,3.7122,TAK,82.7299,84.8432,2.1132
1456_poprawny_L2A_roi,multi-layer perceptron,Percentile,751,83.4887,80.6641,85.9724,85.7523,83.0702,88.0705,2.2636,0.7282,3.7991,TAK,80.8534,83.2418,2.3885
1456_poprawny_L2A_roi,support vector machine,HotellingT2,751,90.6791,88.3878,92.5564,91.3449,89.1176,93.1513,0.6658,0.0842,1.2474,TAK,89.6202,90.3312,0.7110
1456_poprawny_L2A_roi,spectral angle mapping,IQR,751,88.1491,85.6411,90.2689,89.2144,86.7929,91.2367,1.0652,0.1644,1.9661,TAK,85.5329,87.0433,1.5105
1456_poprawny_L2A_roi,minimum distance,OneClassSVM,751,86.8176,84.2096,89.0508,87.0839,84.4952,89.2951,0.2663,-0.2553,0.7879,nie,85.8469,86.1079,0.2610
1456_zbledami_L1C_class,maximum likelihood,Robust_Mahalanobis,751,70.8389,67.4888,73.9769,78.6951,75.6244,81.4737,7.8562,4.8764,10.8360,TAK,73.7930,81.6423,7.8493
1456_zbledami_L1C_class,random forest,IQR,751,69.5073,66.1223,72.6938,74.8336,71.6088,77.8056,5.3262,3.4107,7.2417,TAK,74.1367,78.8494,4.7127
1456_zbledami_L1C_class,multi-layer perceptron,LOF,751,94.2743,92.3763,95.7216,95.2064,93.4351,96.5176,0.9321,-0.4224,2.2865,nie,92.1211,93.7571,1.6359
1456_zbledami_L1C_class,support vector machine,MAD,751,94.9401,93.1312,96.2916,95.6059,93.8933,96.8542,0.6658,-0.4708,1.8024,nie,93.8203,94.6423,0.8220
1456_zbledami_L1C_class,spectral angle mapping,SAM,751,92.9427,90.8841,94.5643,93.7417,91.7769,95.2612,0.7989,0.1622,1.4356,TAK,91.3457,92.2900,0.9443
1456_zbledami_L1C_class,minimum distance,PCA,751,88.9481,86.5044,90.9953,94.4075,92.5268,95.8362,5.4594,3.3592,7.5596,TAK,88.5008,93.3993,4.8985
1456_zbledami_L1C_roi,maximum likelihood,Erosion,751,70.8389,67.4888,73.9769,77.0972,73.9585,79.9601,6.2583,3.8942,8.6224,TAK,73.7930,78.7104,4.9174
1456_zbledami_L1C_roi,random forest,Band_Z-score,751,69.5073,66.1223,72.6938,73.3688,70.0943,76.4055,3.8615,2.3880,5.3351,TAK,74.1367,77.4508,3.3141
1456_zbledami_L1C_roi,multi-layer perceptron,LOF,751,87.0839,84.4952,89.2951,95.8722,94.2005,97.0769,8.7883,6.2823,11.2942,TAK,84.6821,94.5870,9.9049
1456_zbledami_L1C_roi,support vector machine,HotellingT2,751,94.9401,93.1312,96.2916,95.8722,94.2005,97.0769,0.9321,0.0691,1.7951,TAK,93.8203,95.2104,1.3901
1456_zbledami_L1C_roi,spectral angle mapping,IQR,751,92.9427,90.8841,94.5643,94.0080,92.0762,95.4919,1.0652,-0.3622,2.4927,nie,91.3457,92.8880,1.5423
1456_zbledami_L1C_roi,minimum distance,GMM,751,88.9481,86.5044,90.9953,89.0812,86.6486,91.1161,0.1332,-0.4503,0.7166,nie,88.5008,88.6310,0.1301
1456_zbledami_L2A_class,maximum likelihood,HotellingT2,751,80.0266,77.0176,82.7300,84.1545,81.3698,86.5915,4.1278,2.2150,6.0407,TAK,80.6188,84.4139,3.7952
1456_zbledami_L2A_class,random forest,IQR,751,90.6791,88.3878,92.5564,91.4780,89.2640,93.2699,0.7989,-1.0822,2.6800,nie,88.6674,90.4552,1.7878
1456_zbledami_L2A_class,multi-layer perceptron,Mahalanobis,751,86.0186,83.3546,88.3161,93.7417,91.7769,95.2612,7.7230,5.4252,10.0209,TAK,80.7857,91.0403,10.2546
1456_zbledami_L2A_class,support vector machine,Mahalanobis,751,94.0080,92.0762,95.4919,95.3395,93.5875,96.6301,1.3316,0.1683,2.4948,TAK,92.6026,94.1176,1.5150
1456_zbledami_L2A_class,spectral angle mapping,Band_Z-score,751,88.4154,85.9285,90.5114,89.8802,87.5162,91.8382,1.4647,0.2175,2.7119,TAK,85.4273,87.0170,1.5897
1456_zbledami_L2A_class,minimum distance,Band_Z-score,751,88.2823,85.7848,90.3902,88.8149,86.3603,90.8745,0.5326,-0.1055,1.1708,nie,87.4664,88.4622,0.9959
1456_zbledami_L2A_roi,maximum likelihood,Robust_Mahalanobis,751,80.0266,77.0176,82.7300,82.1571,79.2572,84.7297,2.1305,-0.3952,4.6562,nie,80.6188,82.4015,1.7828
1456_zbledami_L2A_roi,random forest,kNN,751,90.6791,88.3878,92.5564,90.9454,88.6793,92.7947,0.2663,-1.0121,1.5447,nie,88.6674,89.1976,0.5302
1456_zbledami_L2A_roi,multi-layer perceptron,kNN,751,92.1438,89.9980,93.8607,93.0759,91.0325,94.6809,0.9321,-1.0714,2.9356,nie,90.0098,89.8377,-0.1720
1456_zbledami_L2A_roi,support vector machine,Mahalanobis,751,94.0080,92.0762,95.4919,94.9401,93.1312,96.2916,0.9321,-0.0765,1.9407,nie,92.6026,93.6234,1.0208
1456_zbledami_L2A_roi,spectral angle mapping,MAD,751,88.4154,85.9285,90.5114,89.4807,87.0819,91.4776,1.0652,-0.5417,2.6722,nie,85.4273,86.9696,1.5424
1456_zbledami_L2A_roi,minimum distance,GMM,751,88.2823,85.7848,90.3902,88.2823,85.7848,90.3902,0.0000,-0.3691,0.3691,nie,87.4664,87.4962,0.0299
